prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
17513,hydrocortisone with nystatin and chlorhexidine ointment,hydrocortisone/nystatin/chlorhexidine acetate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.17E+17,1004,13040200/13100200,,1,,,,,,,mild,,
8089,econazole with hydrocortisone 1% with 1% cream,econazole nitrate/hydrocortisone,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.00E+17,4051,13040200/13100200,,1,,,,,,,mild,,
1265,clotrimazole 1% with hydrocortisone 1% cream,hydrocortisone/clotrimazole,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.03E+17,732534,13040200/13100200,,1,,,,,,,mild,,
4901,nystatin with hydrocortisone and chlorhexidine cream,hydrocortisone/nystatin/chlorhexidine acetate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.30E+17,2509,13040200/13100200,,1,,,,,,,mild,,
7015,hydrocortisone with nystatin dimeticone and benzalkonium chloride cream,dimeticone/benzalkonium chloride/hydrocortisone/nystatin,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.51E+17,26847,13040200/13100200,,1,,,,,,,mild,,
5321,miconazole with hydrocortisone 2% with 1% ointment,hydrocortisone acetate/miconazole nitrate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.27E+17,64879,13040200/13100200,,1,,,,,,,mild,,
8787,hydrocortisone with nystatin dimeticone and benzalkonium chloride ointment,dimeticone/benzalkonium chloride/hydrocortisone/nystatin,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.17E+17,121,13040200/13100200,,1,,,,,,,mild,,
37789,miconazole with hydrocortisone 2% with 1% cream,hydrocortisone acetate/miconazole nitrate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,2.11E+17,12,13040200/13100200,,1,,,,,,,mild,,
1677,miconazole with hydrocortisone 2% with 1% cream,hydrocortisone acetate/miconazole nitrate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.27E+17,617159,13040200/13100200,,1,,,,,,,mild,,
7826,hydrocortisone with nystatin and chlorhexidine cream,hydrocortisone/nystatin/chlorhexidine hydrochloride,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.17E+17,5228,13040200/13100200,,1,,,,,,,mild,,
8092,hydrocortisone and coal tar cream,hydrocortisone/coal tar solution,mild topical corticosteroids/preparations for eczema,topical,1.71E+17,247,13040200/13050100,,1,,,,,,,mild,,
1362,tarcortin cream (stafford-miller ltd),hydrocortisone/coal tar solution,mild topical corticosteroids/preparations for eczema,topical,1.05E+17,14045,13040200/13050100,,1,,,,,,,mild,,
7982,carbo-cort cream (lagap),hydrocortisone/coal tar solution,mild topical corticosteroids/preparations for eczema,topical,8.21E+16,863,13040200/13050100,,1,,,,,,,mild,,
8006,coal tar with hydrocortisone cream,hydrocortisone/coal tar solution,mild topical corticosteroids/preparations for eczema,topical,1.63E+17,311,13040200/13050100,,1,,,,,,,mild,,
18222,coal tar with hydrocortisone ointment,zinc oxide/hydrocortisone/coal tar solution strong,mild topical corticosteroids/preparations for eczema,topical,1.63E+17,178,13040200/13050100,,1,,,,,,,mild,,
11527,coal tar with allantoin with hydrocortisone cream,allantoin/hydrocortisone/coal tar,mild topical corticosteroids/preparations for psoriasis,topical,1.05E+17,6384,13040200/13050200,,1,,,,,,,mild,,
22807,fluocortolone 0.1% cream,fluocortolone pivalate/fluocortolone caproate,moderate topical corticosteroids,topical,1.07E+17,120,13040300,,1,,,,,,,moderate,,
3849,haelan 0.0125% cream (typharm ltd),fludroxycortide,moderate topical corticosteroids,cutaneous,3.67541E+15,30340,13040300,,1,,,,,,,moderate,,
5272,haelan 4micrograms/square cm tape 7.5cm (typharm ltd),fludroxycortide,moderate topical corticosteroids,cutaneous,4.73681E+15,64918,13040300,,1,,,,,,,moderate,,
24849,fludroxycortide 0.05% ointment,fludroxycortide,moderate topical corticosteroids,topical,1.06E+17,13,13040300,,1,,,,,,,moderate,,
61533,clobetasone 0.05% ointment (a a h pharmaceuticals ltd),clobetasone butyrate,moderate topical corticosteroids,cutaneous,2.28E+16,1,13040300,,1,,,,,,,moderate,,
65982,eumovate 0.05% ointment (waymade healthcare plc),clobetasone butyrate,moderate topical corticosteroids,cutaneous,1.38E+16,29,13040300,,1,,,,,,,moderate,,
52789,eumovate 0.05% cream (waymade healthcare plc),clobetasone butyrate,moderate topical corticosteroids,cutaneous,1.62E+16,13,13040300,,1,,,,,,,moderate,,
18393,fluocortolone 0.25% / fluocortolone hexanoate 0.25% ointment,fluocortolone/fluocortolone hexanoate,moderate topical corticosteroids,cutaneous,4.43531E+15,299,13040300,,1,,,,,,,moderate,,
18691,haelan -x 0.05% ointment (dista products ltd),fludroxycortide,moderate topical corticosteroids,topical,1.37E+16,30,13040300,,1,,,,,,,moderate,,
72180,eumovate 0.05% ointment (lexon (uk) ltd),clobetasone butyrate,moderate topical corticosteroids,cutaneous,1.81E+16,6,13040300,,1,,,,,,,moderate,,
6841,urea with hydrocortisone and lactic acid cream,lactic acid/urea/hydrocortisone,moderate topical corticosteroids,topical,1.50E+17,5346,13040300,1,1,,,,,,,moderate,,
4562,modrasone 0.05%w/w ointment (dominion pharma),alclometasone dipropionate,moderate topical corticosteroids,cutaneous,7.50E+16,13725,13040300,,1,,,,,,,moderate,,
6499,modrasone 0.05% ointment (teva uk ltd),alclometasone dipropionate,moderate topical corticosteroids,cutaneous,2.89531E+15,7742,13040300,,1,,,,,,,moderate,,
22913,hydrocortisone with urea and lactic acid cream,lactic acid/urea/hydrocortisone,moderate topical corticosteroids,topical,1.18E+17,63,13040300,1,1,,,,,,,moderate,,
10824,ultralanum plain cream (meadow laboratories ltd),fluocortolone hexanoate/fluocortolone pivalate,moderate topical corticosteroids,cutaneous,3.76481E+15,7235,13040300,,1,,,,,,,moderate,,
6194,modrasone 0.05% cream (teva uk ltd),alclometasone dipropionate,moderate topical corticosteroids,cutaneous,2.89481E+15,20102,13040300,,1,,,,,,,moderate,,
10479,sential hc cream (galderma (uk) ltd),urea/hydrocortisone,moderate topical corticosteroids,topical,1.17E+17,290,13040300,1,1,,,,,,,moderate,,
12351,fludroxycortide 0.05% cream,fludroxycortide,moderate topical corticosteroids,topical,1.06E+17,65,13040300,,1,,,,,,,moderate,,
60836,betamethasone valerate 0.025% ointment (a a h pharmaceuticals ltd),betamethasone valerate,moderate topical corticosteroids,cutaneous,2.24E+16,2,13040300,,1,,,,,,,moderate,,
21448,haelan -x 0.05% cream (dista products ltd),fludroxycortide,moderate topical corticosteroids,topical,1.36E+16,37,13040300,,1,,,,,,,moderate,,
61772,betamethasone valerate 0.025% cream (a a h pharmaceuticals ltd),betamethasone valerate,moderate topical corticosteroids,cutaneous,2.24E+16,5,13040300,,1,,,,,,,moderate,,
4486,ultralanum plain ointment (meadow laboratories ltd),fluocortolone/fluocortolone hexanoate,moderate topical corticosteroids,cutaneous,4.41831E+15,6102,13040300,,1,,,,,,,moderate,,
3124,fludroxycortide 0.0125% cream,fludroxycortide,moderate topical corticosteroids,cutaneous,331976000,5938,13040300,,1,,,,,,,moderate,,
3592,ultradil plain cream (schering health care ltd),fluocortolone pivalate/fluocortolone caproate,moderate topical corticosteroids,topical,3.90E+16,4584,13040300,,1,,,,,,,moderate,,
72489,eumovate 0.05% cream (dowelhurst ltd),clobetasone butyrate,moderate topical corticosteroids,cutaneous,5.54221E+15,2714,13040300,,1,,,,,,,moderate,,
8319,fludroxycortide 0.0125% ointment,fludroxycortide,moderate topical corticosteroids,cutaneous,331977009,2673,13040300,,1,,,,,,,moderate,,
36530,ultralanum ointment (schering health care ltd),fluocortolone/fluocortolone hexanoate,moderate topical corticosteroids,cutaneous,3.29E+16,21,13040300,,1,,,,,,,moderate,,
8567,alclometasone 0.05% ointment,alclometasone dipropionate,moderate topical corticosteroids,cutaneous,331778006,8751,13040300,,1,,,,,,,moderate,,
3589,ultradil plain ointment (schering health care ltd),fluocortolone/fluocortolone caproate,moderate topical corticosteroids,topical,3.90E+16,1158,13040300,,1,,,,,,,moderate,,
3507,modrasone 0.05%w/w cream (dominion pharma),alclometasone dipropionate,moderate topical corticosteroids,cutaneous,7.50E+16,23667,13040300,,1,,,,,,,moderate,,
3662,haelan 0.0125% ointment (typharm ltd),fludroxycortide,moderate topical corticosteroids,cutaneous,3.82511E+15,9496,13040300,,1,,,,,,,moderate,,
1881,trimovate ointment (glaxo laboratories ltd),nystatin/oxytetracycline calcium/clobetasone butyrate,moderate topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,3.24E+16,12519,13040300/13100102,,1,,,,,,,moderate,,
4656,clobetasone butyrate with oxytetracycline and nystatin cream,nystatin/oxytetracycline calcium/clobetasone butyrate,moderate topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.75E+17,45876,13040300/13100102,,1,,,,,,,moderate,,
8269,haelan -c ointment (dista products ltd),clioquinol/fludroxycortide,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.36E+16,1089,13040300/13100101,,1,,,,,,,moderate,,
18322,fludroxycortide with clioquinol ointment,clioquinol/fludroxycortide,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.06E+17,91,13040300/13100101,,1,,,,,,,moderate,,
7607,haelan -c cream (dista products ltd),clioquinol/fludroxycortide,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.36E+16,2345,13040300/13100101,,1,,,,,,,moderate,,
7723,fludroxycortide with clioquinol cream,clioquinol/fludroxycortide,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.06E+17,358,13040300/13100101,,1,,,,,,,moderate,,
4604,stiedex lpn 0.05% cream (stiefel laboratories (uk) ltd),neomycin/desoximetasone,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.09E+17,1406,13040300/13100101,,1,,,,,,,moderate,,
47359,clioquinol with fludroxycortide cream,clioquinol/fludroxycortide,moderate topical corticosteroids/antibacterial preparations only used topically,topical,1.03E+17,3,13040300/13100101,,1,,,,,,,moderate,,
18300,ledercort cream (wyeth pharmaceuticals),triamcinolone acetonide,potent topical corticosteroids,topical,1.66E+16,249,13040400,,1,,,,,,,potent,,
36867,betamethasone valerate 0.1% ointment in white soft paraffin ointment 10%,betamethasone valerate,potent topical corticosteroids,topical,2.39E+17,91,13040400,1,1,,,,,,,potent,,
2550,metosyn fapg cream (gp pharma),fluocinonide,potent topical corticosteroids,cutaneous,5.43E+16,29334,13040400,,1,,,,,,,potent,,
63618,elocon 0.1% cream (waymade healthcare plc),mometasone furoate,potent topical corticosteroids,cutaneous,5.26411E+15,536,13040400,,1,,,,,,,potent,,
67336,elocon 0.1% scalp lotion (waymade healthcare plc),mometasone furoate,potent topical corticosteroids,cutaneous,5.49071E+15,6,13040400,,1,,,,,,,potent,,
6385,hydrocortisone butyrate 0.1% scalp lotion,,potent topical corticosteroids,,3.61E+16,14636,13040400,,1,,,,,,,potent,,
28295,diprosone duopack cream (manufacturer unknown),betamethasone dipropionate,potent topical corticosteroids,topical,1.53E+17,33,13040400,,1,,,,,,,potent,,
17100,budesonide 0.025% cream,budesonide,potent topical corticosteroids,topical,1.63E+17,86,13040400,,1,,,,,,,potent,,
12074,ledercort ointment (wyeth pharmaceuticals),triamcinolone acetonide,potent topical corticosteroids,topical,1.66E+16,159,13040400,,1,,,,,,,potent,,
78456,tridesilon 0.05% ointment (lagap),desonide,potent topical corticosteroids,,1.09E+17,3,13040400,,1,,,,,,,potent,,
28424,betamethasone 0.10% cream (futuna ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,1.05E+17,1130,13040400,,1,,,,,,,potent,,
75665,betesil 2.25mg medicated plasters (derma uk ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,3.65E+16,133,13040400,,1,,,,,,,potent,,
34117,temetex ointment (roche products ltd),diflucortolone valerate,potent topical corticosteroids,cutaneous,3.08E+16,11,13040400,,1,,,,,,,potent,,
34161,fluocinolone acetonide 0.02% cream,fluocinolone acetonide,potent topical corticosteroids,topical,1.63E+17,2,13040400,,1,,,,,,,potent,,
12366,fluocinolone acetonide 0.1%w/w cream,fluocinolone acetonide,potent topical corticosteroids,topical,1.63E+17,204,13040400,,1,,,,,,,potent,,
3510,adcortyl 0.10% ointment (e r squibb and sons ltd),triamcinolone acetonide,potent topical corticosteroids,topical,3.90E+16,1237,13040400,,1,,,,,,,potent,,
3862,adcortyl 0.10% cream (e r squibb and sons ltd),triamcinolone acetonide,potent topical corticosteroids,topical,3.90E+16,3424,13040400,,1,,,,,,,potent,,
29439,budesonide 0.025% ointment,budesonide,potent topical corticosteroids,topical,1.63E+17,38,13040400,,1,,,,,,,potent,,
49522,betnovate 0.1% scalp application (waymade healthcare plc),betamethasone valerate,potent topical corticosteroids,cutaneous,5.26091E+15,278,13040400,,1,,,,,,,potent,,
2461,synalar ointment (gp pharma),fluocinolone acetonide,potent topical corticosteroids,cutaneous,8.14E+16,58041,13040400,,1,,,,,,,potent,,
