medcode,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
22016,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Femoro-femoral prosthetic cross over graft', 'Readcode': '7A48E00'}"
22834,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': ""Acroparaesthesia - Schultze's type"", 'Readcode': 'G73y400'}"
23352,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass aorta by anastomosis axillary to femoral artery NEC', 'Readcode': '7A10100'}"
23497,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': ""Buerger's disease"", 'Readcode': 'G731000'}"
23871,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Peripheral angiopathic disease EC NOS', 'Readcode': 'G73y100'}"
24097,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass popliteal artery by pop/pop a anast c vein graft NEC', 'Readcode': '7A48300'}"
24229,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Percutaneous transluminal insertion of iliac artery stent', 'Readcode': '7A44400'}"
24327,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Ischaemic ulcer diabetic foot', 'Readcode': 'M271000'}"
24677,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other open operation on femoral or popliteal artery OS', 'Readcode': '7A4Ay00'}"
24692,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of femoral artery or popliteal artery', 'Readcode': '7A48.00'}"
25954,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': ""Acroparaesthesia - Nothnagel's type"", 'Readcode': 'G73y500'}"
27494,Leg or aortic embolism or thrombosis (8),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Embolism and thrombosis of the iliac artery unspecified', 'Readcode': 'G74y300'}"
27580,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass femoral artery by fem/pop art anast c prosthesis NEC', 'Readcode': '7A48000'}"
2760,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Peripheral vascular disease NOS', 'Readcode': 'G73zz00'}"
2761,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass bifurc aorta by anastom aorta to femoral artery NEC', 'Readcode': '7A12100'}"
28030,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass femoral artery by fem/pop art anast c vein graft NEC', 'Readcode': '7A48200'}"
28119,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Repair of popliteal artery NEC', 'Readcode': '7A4A100'}"
28125,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Reconstruction of popliteal artery', 'Readcode': '7A49.14'}"
28166,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Dacron aortofemoral Y graft', 'Readcode': '7A12112'}"
28616,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass iliac artery by iliac/femoral artery anastomosis NEC', 'Readcode': '7A41100'}"
28777,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Endarterectomy and patch repair of femoral artery', 'Readcode': '7A49000'}"
28894,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other specified transluminal operation on iliac artery', 'Readcode': '7A44y00'}"
29112,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Percutaneous transluminal angioplasty of popliteal artery', 'Readcode': '7A4B100'}"
30484,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': '[D]Peripheral circulatory failure', 'Readcode': 'R055011'}"
30989,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Femoro-femoral prosthetic cross over graft', 'Readcode': '7A41311'}"
31053,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': '[D]Widespread diabetic foot gangrene', 'Readcode': 'R054300'}"
31338,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Reconstruction of femoral artery or popliteal artery', 'Readcode': '7A49.00'}"
32492,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass common iliac artery by aorta/com iliac art anast NEC', 'Readcode': '7A41900'}"
32634,Leg or aortic embolism or thrombosis (8),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Embolism and/or thrombosis of the internal iliac artery', 'Readcode': 'G74y100'}"
33555,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Repair of femoral artery NEC', 'Readcode': '7A4A000'}"
34037,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Open insertion of iliac artery stent', 'Readcode': '7A43300'}"
34152,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Diabetic peripheral angiopathy', 'Readcode': 'G73y000'}"
34153,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Axillo-bifemoral bypass graft', 'Readcode': '7A10200'}"
34638,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Thromboangiitis obliterans', 'Readcode': 'G731.00'}"
3530,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Peripheral vascular disease NOS', 'Readcode': 'G73z.00'}"
35399,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Diabetes mellitus with peripheral circulatory disorder', 'Readcode': 'C107.00'}"
36065,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Endarterectomy and patch repair of common iliac artery', 'Readcode': '7A42011'}"
36136,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Endarterectomy of popliteal artery NEC', 'Readcode': '7A49300'}"
36443,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass iliac artery by femoral/femoral art anastomosis NEC', 'Readcode': '7A41300'}"
36952,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of bifurcation of aorta', 'Readcode': '7A12.00'}"
3715,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Acroparaesthesia - unspecified', 'Readcode': 'G73y600'}"
3778,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Aorto biiliac graft', 'Readcode': '7A12311'}"
37787,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of common femoral artery', 'Readcode': '7A48.12'}"
37806,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Type 2 diabetes mellitus with peripheral angiopathy', 'Readcode': 'C10FF00'}"
38907,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other specified peripheral vascular disease', 'Readcode': 'G73y.00'}"
38921,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of iliac artery NOS', 'Readcode': '7A41z00'}"
39039,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Reconstruction of iliac artery', 'Readcode': '7A42.00'}"
39437,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Open embolectomy popliteal artery', 'Readcode': '7A4A300'}"
39776,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other emergency bypass of popliteal artery', 'Readcode': '7A47.14'}"
39877,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass femoral artery by fem/tib art anast c prosthesis NEC', 'Readcode': '7A48400'}"
40302,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Axillo-unifemoral PTFE bypass graft', 'Readcode': '7A10300'}"
40397,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other open operations on femoral artery or popliteal artery', 'Readcode': '7A4A.00'}"
40619,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Percutaneous transluminal embolisation of popliteal artery', 'Readcode': '7A4B500'}"
40732,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of superficial femoral artery', 'Readcode': '7A48.16'}"
41768,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Ilio-femoral prosthetic cross over graft', 'Readcode': '7A41F00'}"
41823,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass femoral artery by fem/tib art anast c vein graft NEC', 'Readcode': '7A48600'}"
42115,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass popliteal artery by pop/fem artery anastomosis NEC', 'Readcode': '7A48D00'}"
42465,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Dacron aortoiliac Y graft', 'Readcode': '7A12312'}"
42640,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other bypass of femoral artery or popliteal artery OS', 'Readcode': '7A48y00'}"
42645,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Open thrombectomy of popliteal artery', 'Readcode': '7A4A311'}"
4317,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Acrocyanosis', 'Readcode': 'G73y200'}"
4325,Peripheral vascular disease (7),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other specified peripheral vascular disease NOS', 'Readcode': 'G73yz00'}"
43648,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Emergency femoro-femoral prosthetic cross over graft', 'Readcode': '7A41211'}"
43651,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Emerg bypass femoral art by fem/pop art anast c prosth NEC', 'Readcode': '7A47000'}"
44250,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Emerg bypass iliac art by iliac/femoral art anastomosis NEC', 'Readcode': '7A41000'}"
44430,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Endarterectomy of common iliac artery NEC', 'Readcode': '7A42111'}"
44835,Leg or aortic embolism or thrombosis (8),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Embolism and thrombosis of a leg artery NOS', 'Readcode': 'G742900'}"
4539,Leg or aortic embolism or thrombosis (8),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Embolism and thrombosis of the popliteal artery', 'Readcode': 'G742500'}"
45428,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass femoral artery by femoral/femoral art anastomosis NEC', 'Readcode': '7A48C00'}"
47562,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Open embolectomy of common iliac artery', 'Readcode': '7A43111'}"
47835,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Profundoplasty of femoral artery NEC', 'Readcode': '7A49600'}"
48700,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Bypass popliteal artery by pop/tib a anast c vein graft NEC', 'Readcode': '7A48700'}"
48755,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Emerg bypass bifurc aorta by anast aorta to femoral artery', 'Readcode': '7A12000'}"
48939,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Emerg bypass femoral artery by fem/fem art anastomosis NEC', 'Readcode': '7A47C00'}"
49273,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Revision of reconstruction involving iliac artery', 'Readcode': '7A50100'}"
49319,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other open operations on superficial femoral artery', 'Readcode': '7A4A.14'}"
50894,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other specified reconstruction of iliac artery', 'Readcode': '7A42y00'}"
51211,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Endarterectomy of iliac artery NEC', 'Readcode': '7A42100'}"
51331,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Other open operations on iliac artery', 'Readcode': '7A43.00'}"
52289,Other PAD procedures (3),Med codes,C1350,3839,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"{'Disease': 'Peripheral arterial disease', 'ReadcodeDescr': 'Percutaneous transluminal embolectomy of popliteal artery', 'Readcode': '7A4B300'}"
