phenotype_name,medcode,ReadcodeDescr,Readcode
Abdominal Hernia,408,Inguinal hernia,J30..00
Abdominal Hernia,41509,Prim repair incisional hernia using insert prosthet material,7H16100
Abdominal Hernia,41524,Repair recurr inguinal hernia using insert prosthet material,7H12100
Abdominal Hernia,41557,Incisional hernia NOS,J33z100
Abdominal Hernia,41624,Simple Spigelian hernia,J3C3.00
Abdominal Hernia,41671,Paraumbilical hernia with obstruction,J321100
Abdominal Hernia,41790,Primary repair of incisional hernia using sutures,7H16200
Abdominal Hernia,41798,Ventral hernia - irreducible,J332.00
Abdominal Hernia,41808,Paraumbilical hernia - irreducible,J322100
Abdominal Hernia,41837,Ventral hernia with obstruction NOS,J331z00
Abdominal Hernia,42143,Other specified primary repair of incisional hernia,7H16y00
Abdominal Hernia,4249,Unspecified abdominal cavity hernia - irreducible,J3z2.00
Abdominal Hernia,42716,Other specified repair of recurrent inguinal hernia,7H12y00
Abdominal Hernia,42741,Herniorrhaphy for recurrent femoral hernia,7H14.11
Abdominal Hernia,43118,Other specified abdominal cavity hernia with obstruction,J3y1.00
Abdominal Hernia,43120,Unilateral femoral hernia with obstruction,J311000
Abdominal Hernia,44246,Repair of ventral hernia using insert of prosthetic material,7H18100
Abdominal Hernia,44415,Retroperitoneal hernia,J3B..00
Abdominal Hernia,44501,Simple incisional hernia,J333100
Abdominal Hernia,44603,Unilateral femoral hernia - simple,J313000
Abdominal Hernia,44672,Inguinal hernia - irreducible and NOS,J302z00
Abdominal Hernia,45085,Simple umbilical hernia NOS,J323z00
Abdominal Hernia,45371,Unspecified ventral hernia NOS,J33z000
Abdominal Hernia,45432,Simple ventral hernia unspecified,J333000
Abdominal Hernia,45461,Ventral hernia NOS,J33z.00
Abdominal Hernia,45678,Repair of umbilical hernia using insert of natural material,7H15000
Abdominal Hernia,45687,Primary repair inguinal hernia using insert natural material,7H11000
Abdominal Hernia,45772,Repair of recurrent umbilical hernia,7H1D.00
Abdominal Hernia,47125,Primary repair of umbilical hernia,7H1C.00
Abdominal Hernia,48101,Repair of recurrent incisional hernia NOS,7H17z00
Abdominal Hernia,48103,"Other specified abdominal cavity hernia, unspecified",J3yy.00
Abdominal Hernia,48246,Unspecified umbilical hernia,J32y.00
Abdominal Hernia,48277,Bilateral recurrent inguinal hernia unspecified,J30y300
Abdominal Hernia,48823,Removal prosthetic material fr prev repair incisional hernia,7H17300
Abdominal Hernia,50434,Umbilical hernia with obstruction NOS,J321z00
Abdominal Hernia,50547,Primary repair of umbilical hernia NOS,7H1Cz00
Abdominal Hernia,50684,Unspecified abdominal cavity hernia - simple,J3z3.00
Abdominal Hernia,50775,Femoral hernia - irreducible and NOS,J312z00
Abdominal Hernia,51564,Obturator hernia NOS,J38z.00
Abdominal Hernia,51611,Femoral hernia with obstruction NOS,J311z00
Abdominal Hernia,52472,Repair of ventral hernia using insert of natural material,7H18000
Abdominal Hernia,52623,Other specified abdominal cavity hernia - irreducible,J3y2.00
Abdominal Hernia,52713,Incisional hernia - irreducible,J332100
Abdominal Hernia,5275,H/O: abdominal hernia,14C3.00
Abdominal Hernia,52808,O/E-hernia descends to scrotum,25P6.00
Abdominal Hernia,53447,Cheadle repair of femoral hernia,7H13211
Abdominal Hernia,53645,Unilateral femoral hernia - irreducible,J312000
Abdominal Hernia,53662,Unilateral recurrent inguinal hernia - irreducible,J302100
Abdominal Hernia,53733,[X]Hernia,Jyu3.00
Abdominal Hernia,53794,Lockwood repair of femoral hernia,7H13213
Abdominal Hernia,53798,[X]Oth spcfd abdominal hernia without obstructn or gangrene,Jyu3200
Abdominal Hernia,53966,Unspecified umbilical hernia NOS,J32yz00
Abdominal Hernia,54363,Simple ventral hernia NOS,J333z00
Abdominal Hernia,54857,Unspecified inguinal hernia NOS,J30yz00
Abdominal Hernia,5531,Unilateral recurrent inguinal hernia unspecified,J30y100
Abdominal Hernia,56174,Ventral hernia with obstruction,J331.00
Abdominal Hernia,56506,Primary repair of femoral hernia using sutures,7H13200
Abdominal Hernia,56519,Endoscopic primary repair of femoral hernia,7H13300
Abdominal Hernia,56522,Primary repair femoral hernia using insert prosthet material,7H13100
Abdominal Hernia,5653,Unilateral inguinal hernia unspecified,J30y000
Abdominal Hernia,57046,Epigastric hernia - irreducible,J332200
Abdominal Hernia,57074,Simple lumbar hernia,J373.00
Abdominal Hernia,57593,Spigelian hernia NOS,J3Cz.00
Abdominal Hernia,57942,Primary repair femoral hernia using insert natural material,7H13000
Abdominal Hernia,5870,Primary repair of femoral hernia,7H13.00
Abdominal Hernia,58874,Simple retroperitoneal hernia,J3B3.00
Abdominal Hernia,59850,Lotheissen repair of femoral hernia,7H13214
Abdominal Hernia,59925,Other specified simple excision of inguinal hernial sac,7H10y00
Abdominal Hernia,60614,Repair recurr incision hernia using insert prosthet material,7H17100
Abdominal Hernia,60858,Unilateral recurrent femoral hernia - irreducible,J312100
Abdominal Hernia,61003,Spigelian hernia with obstruction,J3C1.00
Abdominal Hernia,611,Repair of umbilical hernia,7H15.00
Abdominal Hernia,61539,Femoral hernia NOS,J31z.00
Abdominal Hernia,62486,Removal prosthet material fr previous repair inguinal hernia,7H12300
Abdominal Hernia,62839,Bilateral inguinal hernia - irreducible,J302200
Abdominal Hernia,63166,Unilateral inguinal hernia with gangrene,J300000
Abdominal Hernia,63168,Unilateral femoral hernia - unspecified,J31y000
Abdominal Hernia,63481,Bilateral inguinal hernia with obstruction,J301200
Abdominal Hernia,63506,Other specified repair of recurrent incisional hernia,7H17y00
Abdominal Hernia,64067,Other specified primary repair of umbilical hernia,7H1Cy00
Abdominal Hernia,64119,Unilateral recurrent femoral hernia - unspecified,J31y100
Abdominal Hernia,64171,Simple femoral hernia,J313.00
Abdominal Hernia,64521,Inguinal hernia with gangrene,J300.00
Abdominal Hernia,64823,Bilateral femoral hernia - unspecified,J31y200
Abdominal Hernia,64956,Unspecified lumbar hernia,J37y.00
Abdominal Hernia,64977,Repair recurr inguinal hernia using insert natural material,7H12000
Abdominal Hernia,65112,Umbilical hernia - irreducible and NOS,J322z00
Abdominal Hernia,65147,Incisional hernia with gangrene,J330100
Abdominal Hernia,652,Primary repair of inguinal hernia NOS,7H11z00
Abdominal Hernia,6537,Epigastric hernia,J33..11
Abdominal Hernia,65383,Gluteal hernia,J35..00
Abdominal Hernia,65608,Other specified abdominal cavity hernia with gangrene,J3y0.00
Abdominal Hernia,66751,Unspecified femoral hernia,J31y.00
Abdominal Hernia,67143,Lumbar hernia NOS,J37z.00
Abdominal Hernia,67276,Removal prosthet material fr previous repair femoral hernia,7H14300
Abdominal Hernia,67309,Remov prosthet material fr previous repair umbilical hernia,7H15300
Abdominal Hernia,68045,McEvedy repair of femoral hernia,7H13215
Abdominal Hernia,68086,Henry repair of femoral hernia,7H13212
Abdominal Hernia,68494,Simple femoral hernia NOS,J313z00
Abdominal Hernia,69455,Halsted repair of inguinal hernia,7H11y11
Abdominal Hernia,69934,Unilateral femoral hernia with gangrene,J310000
Abdominal Hernia,70402,Other specified repair of recurrent femoral hernia,7H14y00
Abdominal Hernia,70611,Primary repair of umbilical hernia using sutures,7H1C200
Abdominal Hernia,70641,Femoral hernia with gangrene,J310.00
Abdominal Hernia,70896,Bilateral recurrent inguinal hernia - irreducible,J302300
Abdominal Hernia,70984,Unspecified femoral hernia NOS,J31yz00
Abdominal Hernia,71798,Epigastric hernia with gangrene,J330200
Abdominal Hernia,71835,Repair of recurrent femoral hernia using sutures,7H14200
Abdominal Hernia,71971,Bilateral femoral hernia - simple,J313200
Abdominal Hernia,72057,Prim repair incisional hernia using insert natural material,7H16000
Abdominal Hernia,722,Unspecified abdominal cavity hernia NOS,J3zz.00
Abdominal Hernia,7445,Umbilical hernia NOS,J32z.00
Abdominal Hernia,7679,Primary repair of incisional hernia,7H16.00
Abdominal Hernia,7921,Unilateral inguinal hernia - simple,J303000
Abdominal Hernia,800,Femoral hernia,J31..00
Abdominal Hernia,8042,Direct inguinal hernia,J30..12
Abdominal Hernia,8872,Spigelian hernia,J3C..00
Abdominal Hernia,90489,Remov prosthet material fr previous repair umbilical hernia,7H1C300
Abdominal Hernia,90490,Repair of recurrent umbilical hernia NOS,7H1Dz00
Abdominal Hernia,91771,Repair of recurrent umbilical hernia using sutures,7H1D200
Abdominal Hernia,93234,Ventral hernia with gangrene,J330.00
Abdominal Hernia,93540,Congenital inguinal hernia,PG8..00
Abdominal Hernia,93769,Repair recurrent umbilical hernia us insert prosthetic mater,7H1D100
Abdominal Hernia,94016,Prim rep umbilical hernia using insert prosthetic material,7H1C100
Abdominal Hernia,9405,Direct inguinal hernia,J304.00
Abdominal Hernia,94065,Ferguson repair of inguinal hernia,7H11212
Abdominal Hernia,94802,Repair recurr incision hernia using insert natural material,7H17000
Abdominal Hernia,94896,Repair recurr femoral hernia using insert prosthet material,7H14100
Abdominal Hernia,9557,Manual reduction of hernia,82B2.00
Abdominal Hernia,95704,Repair of recurrent incisional hernia using sutures,7H17200
Abdominal Hernia,95806,Spigelian hernia - irreducible,J3C2.00
Abdominal Hernia,96040,Primary rep umbilical hernia using insert natural material,7H1C000
Abdominal Hernia,96844,Other specified repair of recurrent umbilical hernia,7H1Dy00
Abdominal Hernia,97718,Unilateral recurrent femoral hernia - simple,J313100
Abdominal Hernia,97851,"[X]Other specified abdominal hernia+obstruction,w'o gangrene",Jyu3000
Abdominal Hernia,97892,Bilateral recurrent inguinal hernia with gangrene,J300300
Abdominal Hernia,99143,McVay repair of inguinal hernia,7H11213
Abdominal Hernia,99212,Femoral hernia with gangrene NOS,J310z00
Abdominal Hernia,9949,Bilateral inguinal hernia repair,7H11500
