phenotype_name,medcode,ReadcodeDescr,Readcode
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),16491,Diabetes mellitus with polyneuropathy,C106.13
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),16540,Other mononeuritis lower limb,F35x.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),17247,Diabetic mononeuritis NOS,F35z000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18025,Lateral popliteal nerve lesion,F353.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18075,Hereditary and idiopathic peripheral neuropathy,F36..00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18230,Type 1 diabetes mellitus with neuropathic arthropathy,C108J12
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18425,Type 2 diabetes mellitus with polyneuropathy,C10FB00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18492,Neuropathic foot blister,SD72200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18534,Ulnar neuropathy,F342400
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),19454,Polyneuropathy in uraemia,F374A00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2002,Ulnar nerve lesions,F342.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2073,Acute radial nerve palsy,F343000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),21781,Mononeuritis lower limb,F35..00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2219,Morton's metatarsalgia,F356000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),22921,Median nerve entrapment,F346.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),23393,Radial nerve lesion NOS,F343z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2342,Diabetic neuropathy,F372.12
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),23435,Other upper limb mononeuritis,F34y.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),23636,Superficial peroneal nerve lesion,F357.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),23656,Median nerve compression in forearm,F341100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24121,Intercostal neuropathy,F378.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24216,Postinfectious polyneuritis,F370100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24222,Polyneuropathy due to drugs,F376.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24226,Polyneuropathy unspecified,F37z.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24331,Mononeuritis of upper limb and mononeuritis multiplex,F34..00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24355,Polyneuropathy in vitamin B deficiency,F374200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24571,Asymptomatic diabetic neuropathy,F372200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24606,Radial nerve lesions,F343.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24694,Insulin dependent diabetes mellitus with mononeuropathy,C108B00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),26124,Common peroneal nerve lesion,F353.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),26420,Other median nerve lesions,F341.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),27805,Tardy ulnar nerve palsy,F342100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2790,Peripheral neuropathy,F367.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),28333,Familial neuropathic amyloid,C373200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),28901,Peroneal muscular atrophy,F361.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2925,Alcoholic polyneuropathy,F375.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),29343,Peripheral nervous system disorder NOS,F3z..00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),29630,Median nerve lesions NOS,F341z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),30537,Polyneuropathy in malignant disease,F373.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),31551,"Inflammatory polyneuropathy, unspecified",F37X.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),31709,Postherpetic polyneuropathy,A531300
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),31790,Polyneuropathy in diabetes,F372.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),32527,Hereditary motor and sensory neuropathy,F368.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),32949,Femoral nerve lesions,F352.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),33841,Miller-Fisher syndrome,F370200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),34698,Charcot's atrophy,F361011
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35385,Type 2 diabetes mellitus with neuropathic arthropathy,C10FH00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35395,Median nerve neuritis,F341000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35465,Hereditary motor and sensory neuropathy type II,F368100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35537,"[X] Polyneuropathy, unspecified",Fyu7C00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35785,Chronic painful diabetic neuropathy,F372100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),36643,Neuropathic arthritis,N035.12
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),37315,Diabetic mononeuropathy,F3y0.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),3736,Neuritis ulnar nerve,F342.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),37759,Neuropathic spondylopathy,N11y200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),38401,Hereditary peripheral neuropathy NOS,F360z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39528,Hereditary peripheral neuropathy,F360.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),3958,Polyneuropathy,F366.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39692,Polyneuropathy in herpes zoster,F374400
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39809,Insulin dependent diab mell with neuropathic arthropathy,C108J00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39858,"[X]Inflammatory polyneuropathy, unspecified",Fyu7B00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),40751,Polyneuropathy in sarcoidosis,F374900
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),40962,Non-insulin dependent d m with neuropathic arthropathy,C109H00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),41652,Other toxic or inflammatory neuropathy,F37y.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),41716,Insulin dependent diabetes mellitus with polyneuropathy,C108C00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),4174,Meralgia paraesthetica,F351.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),4239,Tarsal tunnel syndrome,F355.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),42750,Other specified disorders of peripheral nervous system,F3y..00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),43063,Mononeuritis upper limb NOS,F34z.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),43077,Deep peroneal nerve lesion,F358.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44033,Diabetic mononeuritis multiplex,F345000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44095,Polyneuropathy in disseminated lupus erythematosus,F371000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44113,Unspecified mononeuritis lower limb,F35y.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44512,Idiopathic progressive polyneuropathy,F364.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),45081,Toxic neuropathy,F37..11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),45467,Non-insulin dependent diabetes mellitus with polyneuropathy,C109B00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),46301,Type 1 diabetes mellitus with polyneuropathy,C10EC00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),46937,Neuropathy in association with hereditary ataxia,F365.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47409,Type II diabetes mellitus with polyneuropathy,C109B11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47465,Polyneuropathy in polyarteritis nodosa,F371100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47816,Type II diabetes mellitus with neuropathic arthropathy,C109H11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),48078,Acute painful diabetic neuropathy,F372000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),48724,Sensory branch of radial nerve lesion,F343100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),48792,Tibial nerve lesion,F354.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),49575,Neuropathic arthropathy,N035.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),5002,Diabetic polyneuropathy,F372.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),50527,Type II diabetes mellitus with polyneuropathy,C10FB11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),50813,Type II diabetes mellitus with mononeuropathy,C109A11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),52089,Polyneuropathy in diphtheria,F374300
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),5384,Cubital tunnel syndrome,F342000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),54008,Type 1 diabetes mellitus with neuropathic arthropathy,C10EJ00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),54124,Other toxic agent polyneuropathy,F377.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),54645,Plantar nerve lesion NOS,F356z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),55076,[X]Polyneuropathies & other disord of peripheral nerv syst,Fyu7.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),5584,Charcot-Marie-Tooth disease,F361000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),56272,Polyneuropathy in disease EC,F374.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),56910,Hereditary motor and sensory neuropathy type I,F368000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),57313,Polyneuropathy in collagen vascular disease,F371.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),58554,Medial popliteal nerve lesion,F354.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),58758,Polyneuropathy in porphyria,F374800
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),59344,Gouty neuritis,C34y400
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),60208,Type I diabetes mellitus with neuropathic arthropathy,C108J11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),62401,Polyneuropathy in rheumatoid arthritis,F371200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),62674,Type 2 diabetes mellitus with mononeuropathy,C10FA00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),62954,Canal of Guyon compression,F342200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),63544,Acute infective polyneuritis NOS,F370z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),63555,Polyneuropathy in disease NOS,F374z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),6376,Acute infective polyneuritis,F370.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),66336,Polyneuropathy in amyloidosis,F374000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),66965,Type 2 diabetes mellitus with neuropathic arthropathy,C109H12
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),67043,Posterior interosseous nerve lesion,F343200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),68105,Type 1 diabetes mellitus with mononeuropathy,C10EB00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),6884,Morton's neuralgia,F356100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),68960,Polyneuropathy in hypoglycaemia,F374500
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),69047,Serum neuropathy,F37y000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),6908,Other idiopathic peripheral neuropathy NOS,F36yz00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),70040,Peroneal muscular atrophy NOS,F361z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),71258,Polyneuropathy in collagen vascular disease NOS,F371z00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),72320,Non-insulin dependent diabetes mellitus with mononeuropathy,C109A00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),72922,[X]Other mononeuropathies of lower limb,Fyu6B00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),73337,Polyneuropathy in beriberi,F374100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),7635,Hereditary sensory neuropathy,F362.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),7795,Diabetes mellitus with neuropathy,C106.12
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),7915,Causalgia,F344.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),8267,Refsum's disease,F363.00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),8591,Peripheral neuropathy - hereditary or idiopathic,F35z.11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),91741,[X]Other specified mononeuropathies,Fyu6C00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),91943,Type I diabetes mellitus with polyneuropathy,C10EC11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),93228,[X]Paraneoplastic neuromyopathy and neuropathy,Fyu1300
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),93868,[X]Other mononeuropathies of upper limb,Fyu6A00
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),95351,Type II diabetes mellitus with mononeuropathy,C10FA11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),96256,Axonal sensorimotor neuropathy,F37y100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),97306,[X]Other specified polyneuropathies,Fyu7200
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),97449,[X]Other hereditary and idiopathic neuropathies,Fyu7000
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),97479,[X]Other inflammatory polyneuropathies,Fyu7100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),97848,Mumps polyneuropathy,A72x100
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),99231,Type I diabetes mellitus with mononeuropathy,C108B11
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),99855,Neuropathic foot ulcer,M271700
