medcode,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
30421,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Cardiac rupture following myocardial infarction (MI)', 'Readcode': 'G30..13'}"
32272,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Postoperative myocardial infarction', 'Readcode': 'G38..00'}"
32854,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute posterolateral myocardial infarction', 'Readcode': 'G30B.00'}"
34803,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Other acute myocardial infarction', 'Readcode': 'G30y.00'}"
35119,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Post infarction pericarditis', 'Readcode': 'G501.00'}"
35674,History of MI (1),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'H/O: myocardial infarct <60', 'Readcode': '14A3.00'}"
36423,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Certain current complication follow acute myocardial infarct', 'Readcode': 'G36..00'}"
3704,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute subendocardial infarction', 'Readcode': 'G307.00'}"
37657,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Ventric septal defect/curr comp fol acut myocardal infarctn', 'Readcode': 'G362.00'}"
38609,Subsequent MI (6),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Subsequent myocardial infarction of inferior wall', 'Readcode': 'G351.00'}"
4017,History of MI (1),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Old myocardial infarction', 'Readcode': 'G32..00'}"
40399,History of MI (1),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'H/O: myocardial infarct >60', 'Readcode': '14A4.00'}"
40429,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute anteroapical infarction', 'Readcode': 'G301000'}"
41221,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute septal infarction', 'Readcode': 'G30y200'}"
41835,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Postoperative subendocardial myocardial infarction', 'Readcode': 'G384.00'}"
45809,Subsequent MI (6),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Subsequent myocardial infarction of anterior wall', 'Readcode': 'G350.00'}"
46017,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Other acute myocardial infarction NOS', 'Readcode': 'G30yz00'}"
46112,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Postoperative transmural myocardial infarction anterior wall', 'Readcode': 'G380.00'}"
46166,Subsequent MI (6),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Subsequent myocardial infarction of unspecified site', 'Readcode': 'G35X.00'}"
46276,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Postoperative transmural myocardial infarction inferior wall', 'Readcode': 'G381.00'}"
50372,History of MI (1),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'H/O: Myocardial infarction in last year', 'Readcode': '14AH.00'}"
52705,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'ECG: lateral infarction', 'Readcode': '3236'}"
5387,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Other specified anterior myocardial infarction', 'Readcode': 'G301.00'}"
55401,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'ECG: subendocardial infarct', 'Readcode': '3235'}"
59032,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'ECG: myocardial infarct NOS', 'Readcode': '323Z.00'}"
59189,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': ""Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI"", 'Readcode': 'G363.00'}"
59940,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Ruptur chordae tendinae/curr comp fol acute myocard infarct', 'Readcode': 'G364.00'}"
61670,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Diab mellit insulin-glucose infus acute myocardial infarct', 'Readcode': '889A.00'}"
62626,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute papillary muscle infarction', 'Readcode': 'G30y100'}"
63467,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'True posterior myocardial infarction', 'Readcode': 'G306.00'}"
68357,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Microinfarction of heart', 'Readcode': 'G31y100'}"
68748,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Postoperative myocardial infarction, unspecified', 'Readcode': 'G38z.00'}"
69474,Complications of MI (7),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Rupture papillary muscle/curr comp fol acute myocard infarct', 'Readcode': 'G365.00'}"
72562,Subsequent MI (6),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Subsequent myocardial infarction of other sites', 'Readcode': 'G353.00'}"
7783,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'ECG: myocardial infarction', 'Readcode': '323..00'}"
8935,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute inferolateral infarction', 'Readcode': 'G302.00'}"
9507,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Acute non-Q wave infarction', 'Readcode': 'G307000'}"
9555,History of MI (1),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': 'Post infarct angina', 'Readcode': 'G33z500'}"
96838,Acute MI not further specified (5),Med codes,C1297,3733,Myocardial infarction - Primary care,PH215,430,Myocardial infarction,"{'Disease': 'Myocardial infarction', 'ReadcodeDescr': '[X]Acute transmural myocardial infarction of unspecif site', 'Readcode': 'Gyu3400'}"
