medcode,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
13175,asthma disturbs sleep frequently,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
13176,asthma follow-up,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
14777,extrinsic asthma without status asthmaticus,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
15248,hay fever with asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
1555,bronchial asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
16070,asthma nos,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
16655,asthma monitoring admin.,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': '', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
16667,asthma control step 2,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
16785,asthma control step 1,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
18141,Asthma monitoring due,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
18223,step down change in asthma management plan,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
18224,asthma control step 3,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
18323,intrinsic asthma with asthma attack,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
185,acute exacerbation of asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
18692,exception reporting: asthma quality indicators,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': '', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
18763,referral to asthma clinic,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
19167,asthma monitoring by nurse,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
19519,asthma treatment compliance unsatisfactory,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
19520,asthma treatment compliance satisfactory,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
19539,Asthma monitoring check done,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
20422,asthma clinic administration,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
20860,asthma control step 5,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
20886,asthma control step 4,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
21232,allergic asthma nec,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
22752,occupational asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
2290,allergic asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
232,asthma attack,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
233,severe asthma attack,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
24479,emergency asthma admission since last appointment,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
24506,further asthma - drug prevent.,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
24884,asthma causes daytime symptoms 1 to 2 times per week,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
25181,asthma restricts exercise,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
25705,asthma monitor 3rd letter,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
25706,asthma monitor 2nd letter,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
25707,asthma monitor 1st letter,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
25791,asthma clinical management plan,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
25796,Mixed asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
26496,health education - asthma,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': '', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': 'Y', 'Nissen, F.,et al (2017). (Asthma)': ''}"
26501,asthma never causes daytime symptoms,Med codes,C2424,6248,Asthma Primary care -  4,PH782,2206,Asthma Primary care,"{'Breathe recommended': 'Y', 'Nissen, F., et al (2017). (Specific Asthma Codes)': 'Y', 'Nissen, F., et al (2017). (Non-specific Asthma Codes)': '', 'Nissen, F.,et al (2017). (Asthma)': 'Y'}"
